Date,Close,High,Low,Open,Volume,Ticker,Daily Return,Volatility_7,Cumulative Return,Max_30,Min_30
,AMZN,AMZN,AMZN,AMZN,AMZN,,,,,,
2023-01-03,85.81999969482422,86.95999908447266,84.20999908447266,85.45999908447266,76706000,AMZN,,,,,
2023-01-04,85.13999938964844,86.9800033569336,83.36000061035156,86.55000305175781,68885100,AMZN,-0.007923564525679994,,0.99207643547432,,
2023-01-05,83.12000274658203,85.41999816894531,83.06999969482422,85.33000183105469,67930800,AMZN,-0.023725589118479662,,0.9685388375921304,,
2023-01-06,86.08000183105469,86.4000015258789,81.43000030517578,83.02999877929688,83303400,AMZN,0.035611152390083056,,1.0030296217333377,,
2023-01-09,87.36000061035156,89.4800033569336,87.08000183105469,87.45999908447266,65266100,AMZN,0.01486987397850048,,1.0179445458052154,,
2023-01-10,89.87000274658203,90.19000244140625,87.29000091552734,87.56999969482422,67756600,AMZN,0.028731709234134817,,1.0471918325117644,,
2023-01-11,95.08999633789062,95.26000213623047,90.93000030517578,90.93000030517578,103126200,AMZN,0.058083825879343465,3.933558075064533,1.1080167405736483,,
2023-01-12,95.2699966430664,97.19000244140625,93.5,96.93000030517578,85254800,AMZN,0.0018929468094222024,4.790341336931586,1.1101141573275035,,
2023-01-13,98.12000274658203,98.37000274658203,94.12000274658203,94.18000030517578,85549400,AMZN,0.029915043601747016,5.565647557919492,1.1433232707468723,,
2023-01-17,96.05000305175781,98.88999938964844,95.7300033569336,98.68000030517578,72755000,AMZN,-0.02109661268732821,4.709993914870233,1.1192030225275162,,
2023-01-18,95.45999908447266,99.31999969482422,95.37999725341797,97.25,79570400,AMZN,-0.006142675153973931,3.8115847787771426,1.112328121928784,,
2023-01-19,93.68000030517578,95.44000244140625,92.86000061035156,94.73999786376953,69002700,AMZN,-0.01864654092151996,2.5457244333652835,1.0915870500850815,,
2023-01-20,97.25,97.3499984741211,93.19999694824219,93.86000061035156,67481500,AMZN,0.03810845093076898,1.467866589827999,1.1331857416199116,,
2023-01-23,97.5199966430664,97.77999877929688,95.86000061035156,97.55999755859375,76501100,AMZN,0.002776315095798454,1.5446871131514137,1.1363318223007146,,
2023-01-24,96.31999969482422,98.08999633789062,96.0,96.93000030517578,66929500,AMZN,-0.012305137300550828,1.4901534000397,1.1223491032083193,,
2023-01-25,97.18000030517578,97.23999786376953,91.5199966430664,92.55999755859375,94261600,AMZN,0.008928577793566816,1.3378886534364887,1.1323700844878546,,
2023-01-26,99.22000122070312,99.48999786376953,96.91999816894531,98.23999786376953,68523600,AMZN,0.02099198301215366,1.74869890211447,1.1561407780648947,,
2023-01-27,102.23999786376953,103.48999786376953,99.52999877929688,99.52999877929688,87775600,AMZN,0.03043737760442866,2.628617603682688,1.191330671490734,,
2023-01-30,100.55000305175781,101.73999786376953,99.01000213623047,101.08999633789062,70691900,AMZN,-0.01652968356145279,2.1462871577781444,1.171638352473939,,
2023-01-31,103.12999725341797,103.3499984741211,101.13999938964844,101.16000366210938,66527300,AMZN,0.025658817736008643,2.622469358754927,1.2017012074125855,,
2023-02-01,105.1500015258789,106.23999786376953,101.23999786376953,102.52999877929688,80450100,AMZN,0.019586971068148662,3.206521366764398,1.2252388941947352,,
2023-02-02,112.91000366210938,114.0,108.87999725341797,110.25,158154200,AMZN,0.07379935352944922,5.124020890572598,1.315660732505444,,
2023-02-03,103.38999938964844,108.77999877929688,102.5199966430664,105.26000213623047,144374800,AMZN,-0.08431497620839845,4.461018874596614,1.2047308291459233,,
2023-02-06,102.18000030517578,103.94999694824219,100.6500015258789,102.93000030517578,81945200,AMZN,-0.011703250716856073,4.078581125963277,1.1906315622061028,,
2023-02-07,102.11000061035156,102.41000366210938,98.08000183105469,101.16999816894531,119501300,AMZN,-0.0006850625818668465,4.089388510148267,1.1898159050740458,,
2023-02-08,100.05000305175781,102.66999816894531,98.77999877929688,102.04000091552734,75878300,AMZN,-0.02017429777965274,4.167447879204476,1.1658122047021149,,
2023-02-09,98.23999786376953,101.77999877929688,97.56999969482422,101.31999969482422,64622500,AMZN,-0.01809100582487666,4.734550607359914,1.1447214893161366,,
2023-02-10,97.61000061035156,98.81999969482422,96.2300033569336,97.55999755859375,52740100,AMZN,-0.006412838631079665,5.120729843471237,1.1373805751276231,,
2023-02-13,99.54000091552734,99.68000030517578,96.91000366210938,97.8499984741211,52841500,AMZN,0.019772567289289666,2.1729309243972557,1.159869509082865,,
2023-02-14,99.69999694824219,100.91999816894531,97.5199966430664,98.41000366210938,56202900,AMZN,0.0016073541414833858,1.745083358384145,1.1617338301418696,114.0,81.43000030517578
2023-02-15,101.16000366210938,101.16999816894531,98.44999694824219,99.08999633789062,47957600,AMZN,0.014643999584324163,1.557260494618435,1.1787462598675624,114.0,81.43000030517578
2023-02-16,98.1500015258789,100.62999725341797,98.0999984741211,99.20999908447266,56339200,AMZN,-0.02975486385196624,1.257083851773668,1.1436728253891888,114.0,81.43000030517578
